"","estimator","estimate","r","n"
"32338","LS",1.10094779675159,0.0800000000000001,2000
"32339","PS",1.23483002197484,0.0800000000000001,2000
"32340","HML",1.06764929968507,0.0800000000000001,2000
"32341","LS",1.0429125608128,0.0800000000000001,2000
"32342","PS",0.687228149768687,0.0800000000000001,2000
"32343","HML",1.01906937466869,0.0800000000000001,2000
"32344","LS",0.984074847406252,0.0800000000000001,2000
"32345","PS",1.28067818979453,0.0800000000000001,2000
"32346","HML",0.948721363844158,0.0800000000000001,2000
"32347","LS",1.113971717691,0.0800000000000001,2000
"32348","PS",1.12883757612352,0.0800000000000001,2000
"32349","HML",1.19843708787094,0.0800000000000001,2000
"32350","LS",0.942448428227412,0.0800000000000001,2000
"32351","PS",0.560550330125141,0.0800000000000001,2000
"32352","HML",0.930871640859251,0.0800000000000001,2000
"32353","LS",1.00648553681539,0.0800000000000001,2000
"32354","PS",1.39528286452662,0.0800000000000001,2000
"32355","HML",0.847204638784285,0.0800000000000001,2000
"32356","LS",1.02582451968214,0.0800000000000001,2000
"32357","PS",0.992817293058871,0.0800000000000001,2000
"32358","HML",1.0713512513758,0.0800000000000001,2000
"32359","LS",0.969565749448126,0.0800000000000001,2000
"32360","PS",1.2624791848143,0.0800000000000001,2000
"32361","HML",0.976286542810912,0.0800000000000001,2000
"32362","LS",0.98022739457159,0.0800000000000001,2000
"32363","PS",0.993217981762083,0.0800000000000001,2000
"32364","HML",0.944803535704447,0.0800000000000001,2000
"32365","LS",1.06582687500329,0.0800000000000001,2000
"32366","PS",0.873656969275786,0.0800000000000001,2000
"32367","HML",1.0318949609492,0.0800000000000001,2000
"32368","LS",1.08541752247049,0.0800000000000001,2000
"32369","PS",1.37310055537493,0.0800000000000001,2000
"32370","HML",0.975186144240218,0.0800000000000001,2000
"32371","LS",1.00473986152284,0.0800000000000001,2000
"32372","PS",0.858618286420137,0.0800000000000001,2000
"32373","HML",0.941724360061275,0.0800000000000001,2000
"32374","LS",1.08976631331301,0.0800000000000001,2000
"32375","PS",1.21326349855437,0.0800000000000001,2000
"32376","HML",0.952480221412723,0.0800000000000001,2000
"32377","LS",0.988800670265787,0.0800000000000001,2000
"32378","PS",0.902741338749511,0.0800000000000001,2000
"32379","HML",0.917549514334906,0.0800000000000001,2000
"32380","LS",1.01849091299371,0.0800000000000001,2000
"32381","PS",1.28055778634229,0.0800000000000001,2000
"32382","HML",0.965258879494986,0.0800000000000001,2000
"32383","LS",1.02322984671154,0.0800000000000001,2000
"32384","PS",1.20740480959012,0.0800000000000001,2000
"32385","HML",0.96005895101024,0.0800000000000001,2000
"32386","LS",1.08757810309429,0.0800000000000001,2000
"32387","PS",0.993571266727804,0.0800000000000001,2000
"32388","HML",1.16917452433884,0.0800000000000001,2000
"32389","LS",0.986864087974018,0.0800000000000001,2000
"32390","PS",0.958337706944218,0.0800000000000001,2000
"32391","HML",0.92492261381029,0.0800000000000001,2000
"32392","LS",0.961843836321542,0.0800000000000001,2000
"32393","PS",1.2206304848795,0.0800000000000001,2000
"32394","HML",0.920856514904296,0.0800000000000001,2000
"32395","LS",0.948238120316567,0.0800000000000001,2000
"32396","PS",0.709617924205867,0.0800000000000001,2000
"32397","HML",0.928115975157368,0.0800000000000001,2000
"32398","LS",1.01794843530416,0.0800000000000001,2000
"32399","PS",1.38001401185989,0.0800000000000001,2000
"32400","HML",0.956165725160568,0.0800000000000001,2000
"32401","LS",0.995598485156329,0.0900000000000001,2000
"32402","PS",1.15035601224875,0.0900000000000001,2000
"32403","HML",0.930296966680334,0.0900000000000001,2000
"32404","LS",1.02905878105742,0.0900000000000001,2000
"32405","PS",0.569107929026407,0.0900000000000001,2000
"32406","HML",0.933452280067707,0.0900000000000001,2000
"32407","LS",1.00369809175661,0.0900000000000001,2000
"32408","PS",1.17251508167029,0.0900000000000001,2000
"32409","HML",0.935243495013675,0.0900000000000001,2000
"32410","LS",1.09822811054819,0.0900000000000001,2000
"32411","PS",1.2427325623805,0.0900000000000001,2000
"32412","HML",1.08622028110527,0.0900000000000001,2000
"32413","LS",0.984999307064365,0.0900000000000001,2000
"32414","PS",1.25526949415638,0.0900000000000001,2000
"32415","HML",0.932543200843558,0.0900000000000001,2000
"32416","LS",1.01568901989569,0.0900000000000001,2000
"32417","PS",1.05418851595362,0.0900000000000001,2000
"32418","HML",1.04083654727718,0.0900000000000001,2000
"32419","LS",0.942858521172263,0.0900000000000001,2000
"32420","PS",0.670138309351915,0.0900000000000001,2000
"32421","HML",0.950644805526637,0.0900000000000001,2000
"32422","LS",1.007368684729,0.0900000000000001,2000
"32423","PS",1.27794876658471,0.0900000000000001,2000
"32424","HML",0.979775548882184,0.0900000000000001,2000
"32425","LS",1.11730875772708,0.0900000000000001,2000
"32426","PS",0.7898072825693,0.0900000000000001,2000
"32427","HML",1.12764504324277,0.0900000000000001,2000
"32428","LS",1.11587660409282,0.0900000000000001,2000
"32429","PS",0.930200091868887,0.0900000000000001,2000
"32430","HML",1.08703345914495,0.0900000000000001,2000
"32431","LS",0.989477130519885,0.0900000000000001,2000
"32432","PS",0.882561717289355,0.0900000000000001,2000
"32433","HML",0.952632066285942,0.0900000000000001,2000
"32434","LS",1.023788444234,0.0900000000000001,2000
"32435","PS",1.12218724295734,0.0900000000000001,2000
"32436","HML",0.967454040097274,0.0900000000000001,2000
"32437","LS",0.965446010961579,0.0900000000000001,2000
"32438","PS",1.16977173459956,0.0900000000000001,2000
"32439","HML",0.900717172892133,0.0900000000000001,2000
"32440","LS",1.03161645045527,0.0900000000000001,2000
"32441","PS",0.543042496575462,0.0900000000000001,2000
"32442","HML",0.917953009893632,0.0900000000000001,2000
"32443","LS",1.01975414692718,0.0900000000000001,2000
"32444","PS",1.13901687029848,0.0900000000000001,2000
"32445","HML",0.818549761795865,0.0900000000000001,2000
"32446","LS",1.02935103141574,0.0900000000000001,2000
"32447","PS",0.961982035006178,0.0900000000000001,2000
"32448","HML",0.913208759473288,0.0900000000000001,2000
"32449","LS",1.09641690661087,0.0900000000000001,2000
"32450","PS",0.717471473845295,0.0900000000000001,2000
"32451","HML",1.14361434496528,0.0900000000000001,2000
"32452","LS",0.976944710964055,0.0900000000000001,2000
"32453","PS",1.3328226093475,0.0900000000000001,2000
"32454","HML",0.886794244938001,0.0900000000000001,2000
"32455","LS",1.05661753586211,0.0900000000000001,2000
"32456","PS",0.701002101528553,0.0900000000000001,2000
"32457","HML",1.08077904399801,0.0900000000000001,2000
"32458","LS",0.903281667596665,0.0900000000000001,2000
"32459","PS",0.800651967957951,0.0900000000000001,2000
"32460","HML",0.910266484697316,0.0900000000000001,2000
"32461","LS",1.00227397541542,0.0900000000000001,2000
"32462","PS",1.33157368744343,0.0900000000000001,2000
"32463","HML",0.977384281930977,0.0900000000000001,2000
"32464","LS",1.09510621786956,0.0900000000000001,2000
"32465","PS",1.29651696688956,0.0900000000000001,2000
"32466","HML",0.985179171345381,0.0900000000000001,2000
"32467","LS",1.05790270791388,0.0900000000000001,2000
"32468","PS",0.686324833428581,0.0900000000000001,2000
"32469","HML",1.11246848845814,0.0900000000000001,2000
"32470","LS",1.07395799716347,0.0900000000000001,2000
"32471","PS",0.787188731488152,0.0900000000000001,2000
"32472","HML",1.01795670204963,0.0900000000000001,2000
"32473","LS",1.10404490934252,0.0900000000000001,2000
"32474","PS",1.15127845813681,0.0900000000000001,2000
"32475","HML",1.05006701725629,0.0900000000000001,2000
"32476","LS",1.07723512184862,0.0900000000000001,2000
"32477","PS",1.40577077299821,0.0900000000000001,2000
"32478","HML",1.0170728170779,0.0900000000000001,2000
"32479","LS",0.987874192422173,0.0900000000000001,2000
"32480","PS",1.04985683537448,0.0900000000000001,2000
"32481","HML",0.923906456939629,0.0900000000000001,2000
"32482","LS",1.0767182133665,0.0900000000000001,2000
"32483","PS",1.34439328665801,0.0900000000000001,2000
"32484","HML",1.07168194864708,0.0900000000000001,2000
"32485","LS",0.976532208321828,0.0900000000000001,2000
"32486","PS",1.15552803960654,0.0900000000000001,2000
"32487","HML",0.888796095654826,0.0900000000000001,2000
"32488","LS",1.0484776607823,0.0900000000000001,2000
"32489","PS",1.07581215432315,0.0900000000000001,2000
"32490","HML",0.991532764050035,0.0900000000000001,2000
"32491","LS",1.03119213919717,0.0900000000000001,2000
"32492","PS",1.1017996041642,0.0900000000000001,2000
"32493","HML",1.022744826027,0.0900000000000001,2000
"32494","LS",1.03694450389575,0.0900000000000001,2000
"32495","PS",0.969225940075657,0.0900000000000001,2000
"32496","HML",0.981694350131271,0.0900000000000001,2000
"32497","LS",1.04206010215924,0.0900000000000001,2000
"32498","PS",0.913814042977155,0.0900000000000001,2000
"32499","HML",1.0733001876331,0.0900000000000001,2000
"32500","LS",1.0583478885314,0.0900000000000001,2000
"32501","PS",1.44048983834348,0.0900000000000001,2000
"32502","HML",0.923815760512937,0.0900000000000001,2000
"32503","LS",1.14393196044782,0.0900000000000001,2000
"32504","PS",1.41697013898408,0.0900000000000001,2000
"32505","HML",1.1387288293818,0.0900000000000001,2000
"32506","LS",0.999490922887868,0.0900000000000001,2000
"32507","PS",1.89063197842982,0.0900000000000001,2000
"32508","HML",1.02536066170029,0.0900000000000001,2000
"32509","LS",1.11940471843459,0.0900000000000001,2000
"32510","PS",1.67837474735677,0.0900000000000001,2000
"32511","HML",1.06158602966095,0.0900000000000001,2000
"32512","LS",0.990322113941475,0.0900000000000001,2000
"32513","PS",0.679887848986471,0.0900000000000001,2000
"32514","HML",0.869786389870523,0.0900000000000001,2000
"32515","LS",1.10173919541564,0.0900000000000001,2000
"32516","PS",0.354105089507942,0.0900000000000001,2000
"32517","HML",1.19010587931484,0.0900000000000001,2000
"32518","LS",0.982391174354473,0.0900000000000001,2000
"32519","PS",1.1588905054124,0.0900000000000001,2000
"32520","HML",0.9874079885665,0.0900000000000001,2000
"32521","LS",1.06310043079827,0.0900000000000001,2000
"32522","PS",1.19902268818934,0.0900000000000001,2000
"32523","HML",1.02281571287709,0.0900000000000001,2000
"32524","LS",1.00070942756776,0.0900000000000001,2000
"32525","PS",1.05436295367716,0.0900000000000001,2000
"32526","HML",0.921389208081977,0.0900000000000001,2000
"32527","LS",0.977130557119755,0.0900000000000001,2000
"32528","PS",0.843924164371548,0.0900000000000001,2000
"32529","HML",0.968582387541754,0.0900000000000001,2000
"32530","LS",1.00351787418665,0.0900000000000001,2000
"32531","PS",1.26080934806078,0.0900000000000001,2000
"32532","HML",1.01330977187305,0.0900000000000001,2000
"32533","LS",1.08274311574008,0.0900000000000001,2000
"32534","PS",1.30813969214401,0.0900000000000001,2000
"32535","HML",1.09044038618602,0.0900000000000001,2000
"32536","LS",0.995440619560438,0.0900000000000001,2000
"32537","PS",1.1767284561689,0.0900000000000001,2000
"32538","HML",0.942920101693101,0.0900000000000001,2000
"32539","LS",1.12636851911164,0.0900000000000001,2000
"32540","PS",1.68214387020238,0.0900000000000001,2000
"32541","HML",0.951443026950898,0.0900000000000001,2000
"32542","LS",1.06026639976256,0.0900000000000001,2000
"32543","PS",1.41808647278034,0.0900000000000001,2000
"32544","HML",0.977096043079985,0.0900000000000001,2000
"32545","LS",1.03483750830414,0.0900000000000001,2000
"32546","PS",1.11391546979065,0.0900000000000001,2000
"32547","HML",1.00357777747076,0.0900000000000001,2000
"32548","LS",0.953443155653095,0.0900000000000001,2000
"32549","PS",1.00026787833314,0.0900000000000001,2000
"32550","HML",0.902019732102216,0.0900000000000001,2000
"32551","LS",0.989939915030341,0.0900000000000001,2000
"32552","PS",1.22959130774052,0.0900000000000001,2000
"32553","HML",0.973563704031937,0.0900000000000001,2000
"32554","LS",1.02338995570935,0.0900000000000001,2000
"32555","PS",1.31159120907568,0.0900000000000001,2000
"32556","HML",0.969268852356932,0.0900000000000001,2000
"32557","LS",1.05196074632708,0.0900000000000001,2000
"32558","PS",0.624012663627703,0.0900000000000001,2000
"32559","HML",1.06669411879221,0.0900000000000001,2000
"32560","LS",0.989439708512862,0.0900000000000001,2000
"32561","PS",1.24022874961254,0.0900000000000001,2000
"32562","HML",0.945506614773106,0.0900000000000001,2000
"32563","LS",1.01067264536274,0.0900000000000001,2000
"32564","PS",1.05225862537168,0.0900000000000001,2000
"32565","HML",1.04706476949602,0.0900000000000001,2000
"32566","LS",0.968061065238593,0.0900000000000001,2000
"32567","PS",1.31915646681082,0.0900000000000001,2000
"32568","HML",0.987852942431686,0.0900000000000001,2000
"32569","LS",0.943039044612413,0.0900000000000001,2000
"32570","PS",0.659249104242743,0.0900000000000001,2000
"32571","HML",0.95260878909807,0.0900000000000001,2000
"32572","LS",1.04746810766998,0.0900000000000001,2000
"32573","PS",1.26215033075404,0.0900000000000001,2000
"32574","HML",1.00126551727185,0.0900000000000001,2000
"32575","LS",1.02609348964939,0.0900000000000001,2000
"32576","PS",1.14680944563056,0.0900000000000001,2000
"32577","HML",1.00384256187393,0.0900000000000001,2000
"32578","LS",0.994298050205636,0.0900000000000001,2000
"32579","PS",0.980722934027432,0.0900000000000001,2000
"32580","HML",0.85738091355285,0.0900000000000001,2000
"32581","LS",0.99205805127184,0.0900000000000001,2000
"32582","PS",1.31992762083803,0.0900000000000001,2000
"32583","HML",0.937745936640757,0.0900000000000001,2000
"32584","LS",1.1125118006904,0.0900000000000001,2000
"32585","PS",1.41280521422137,0.0900000000000001,2000
"32586","HML",1.03701478801967,0.0900000000000001,2000
"32587","LS",1.0303036240319,0.0900000000000001,2000
"32588","PS",1.36478713666127,0.0900000000000001,2000
"32589","HML",0.968280372925,0.0900000000000001,2000
"32590","LS",1.11855908986064,0.0900000000000001,2000
"32591","PS",1.60545347759721,0.0900000000000001,2000
"32592","HML",1.02259488756894,0.0900000000000001,2000
"32593","LS",0.927342312501107,0.0900000000000001,2000
"32594","PS",0.848733206084474,0.0900000000000001,2000
"32595","HML",0.885266662222727,0.0900000000000001,2000
"32596","LS",1.05109371764847,0.0900000000000001,2000
"32597","PS",1.27850815757186,0.0900000000000001,2000
"32598","HML",1.17815878249065,0.0900000000000001,2000
"32599","LS",1.08004192728792,0.0900000000000001,2000
"32600","PS",0.693565155636346,0.0900000000000001,2000
"32601","HML",1.09842173510632,0.0900000000000001,2000
"32602","LS",1.05922760440772,0.0900000000000001,2000
"32603","PS",1.36447297663692,0.0900000000000001,2000
"32604","HML",1.06083684494065,0.0900000000000001,2000
"32605","LS",0.969971826181614,0.0900000000000001,2000
"32606","PS",0.871792444929187,0.0900000000000001,2000
"32607","HML",0.904517302269354,0.0900000000000001,2000
"32608","LS",1.02763282392274,0.0900000000000001,2000
"32609","PS",0.842998394674893,0.0900000000000001,2000
"32610","HML",1.11702800195177,0.0900000000000001,2000
"32611","LS",1.0454371323726,0.0900000000000001,2000
"32612","PS",0.647435182074221,0.0900000000000001,2000
"32613","HML",1.01756393680619,0.0900000000000001,2000
"32614","LS",0.992760097757428,0.0900000000000001,2000
"32615","PS",1.13584880274106,0.0900000000000001,2000
"32616","HML",0.980864571766224,0.0900000000000001,2000
"32617","LS",1.08203652640525,0.0900000000000001,2000
"32618","PS",1.23597780267302,0.0900000000000001,2000
"32619","HML",1.00452995862735,0.0900000000000001,2000
"32620","LS",0.996359750561388,0.0900000000000001,2000
"32621","PS",1.17322332582288,0.0900000000000001,2000
"32622","HML",0.954577754897348,0.0900000000000001,2000
"32623","LS",1.04094790718951,0.0900000000000001,2000
"32624","PS",0.747958742891121,0.0900000000000001,2000
"32625","HML",1.08296207745425,0.0900000000000001,2000
"32626","LS",1.03331557522548,0.0900000000000001,2000
"32627","PS",0.874996884217162,0.0900000000000001,2000
"32628","HML",0.994393887176785,0.0900000000000001,2000
"32629","LS",1.08751364075798,0.0900000000000001,2000
"32630","PS",1.30809219630687,0.0900000000000001,2000
"32631","HML",1.07064814414461,0.0900000000000001,2000
"32632","LS",1.04188854690427,0.0900000000000001,2000
"32633","PS",1.44749772993443,0.0900000000000001,2000
"32634","HML",0.924578966076376,0.0900000000000001,2000
"32635","LS",1.06072060468466,0.0900000000000001,2000
"32636","PS",1.55953009684527,0.0900000000000001,2000
"32637","HML",0.97199475043264,0.0900000000000001,2000
"32638","LS",0.979797575633719,0.0900000000000001,2000
"32639","PS",1.05060438278787,0.0900000000000001,2000
"32640","HML",1.04102861251923,0.0900000000000001,2000
"32641","LS",1.05538931097414,0.0900000000000001,2000
"32642","PS",1.32680248965366,0.0900000000000001,2000
"32643","HML",0.978668975570639,0.0900000000000001,2000
"32644","LS",1.05394484906957,0.0900000000000001,2000
"32645","PS",0.995708780965506,0.0900000000000001,2000
"32646","HML",1.10049644265736,0.0900000000000001,2000
"32647","LS",1.06956504802874,0.0900000000000001,2000
"32648","PS",1.00424724456497,0.0900000000000001,2000
"32649","HML",0.983784611148272,0.0900000000000001,2000
"32650","LS",1.02569697264257,0.0900000000000001,2000
"32651","PS",1.32884437084186,0.0900000000000001,2000
"32652","HML",0.978480043947584,0.0900000000000001,2000
"32653","LS",1.03044117285044,0.0900000000000001,2000
"32654","PS",0.947245412845504,0.0900000000000001,2000
"32655","HML",0.98426851905802,0.0900000000000001,2000
"32656","LS",1.00038562116141,0.0900000000000001,2000
"32657","PS",1.13408355729534,0.0900000000000001,2000
"32658","HML",0.89977503973381,0.0900000000000001,2000
"32659","LS",1.00881301141854,0.0900000000000001,2000
"32660","PS",0.589386803290773,0.0900000000000001,2000
"32661","HML",0.99414687014221,0.0900000000000001,2000
"32662","LS",1.00682067498468,0.0900000000000001,2000
"32663","PS",0.803895536976885,0.0900000000000001,2000
"32664","HML",1.02805521313381,0.0900000000000001,2000
"32665","LS",0.995423629443781,0.0900000000000001,2000
"32666","PS",1.28647703559027,0.0900000000000001,2000
"32667","HML",0.878464538027727,0.0900000000000001,2000
"32668","LS",0.970166795934237,0.0900000000000001,2000
"32669","PS",0.857598161228197,0.0900000000000001,2000
"32670","HML",0.942883153735184,0.0900000000000001,2000
"32671","LS",1.02496901079726,0.0900000000000001,2000
"32672","PS",1.18253531778606,0.0900000000000001,2000
"32673","HML",0.927748947708721,0.0900000000000001,2000
"32674","LS",1.09107628581756,0.0900000000000001,2000
"32675","PS",0.954834916657873,0.0900000000000001,2000
"32676","HML",1.09052190134706,0.0900000000000001,2000
"32677","LS",0.997871337168626,0.0900000000000001,2000
"32678","PS",1.28664219136499,0.0900000000000001,2000
"32679","HML",0.993541614800038,0.0900000000000001,2000
"32680","LS",1.04327186520734,0.0900000000000001,2000
"32681","PS",1.30189158824087,0.0900000000000001,2000
"32682","HML",1.09559658405627,0.0900000000000001,2000
"32683","LS",1.04382281291646,0.0900000000000001,2000
"32684","PS",1.32230289822163,0.0900000000000001,2000
"32685","HML",1.0406509238027,0.0900000000000001,2000
"32686","LS",1.09701879451031,0.0900000000000001,2000
"32687","PS",1.21643921984533,0.0900000000000001,2000
"32688","HML",0.991054095219181,0.0900000000000001,2000
"32689","LS",1.09376881052357,0.0900000000000001,2000
"32690","PS",1.06098228307716,0.0900000000000001,2000
"32691","HML",1.07394745199163,0.0900000000000001,2000
"32692","LS",0.993809569245268,0.0900000000000001,2000
"32693","PS",1.23183804229918,0.0900000000000001,2000
"32694","HML",0.943372812950467,0.0900000000000001,2000
"32695","LS",1.05193538642757,0.0900000000000001,2000
"32696","PS",1.16052729601086,0.0900000000000001,2000
"32697","HML",0.942551967987598,0.0900000000000001,2000
"32698","LS",1.01877974063893,0.0900000000000001,2000
"32699","PS",1.20461532729549,0.0900000000000001,2000
"32700","HML",0.991895679972744,0.0900000000000001,2000
"32701","LS",1.04846341579456,0.1,2000
"32702","PS",1.15557993576621,0.1,2000
"32703","HML",1.10969769991543,0.1,2000
"32704","LS",1.01232427162803,0.1,2000
"32705","PS",1.20592129796891,0.1,2000
"32706","HML",0.967079914572552,0.1,2000
"32707","LS",1.03628107305484,0.1,2000
"32708","PS",1.02840423256309,0.1,2000
"32709","HML",0.971349676743827,0.1,2000
"32710","LS",0.98553163328063,0.1,2000
"32711","PS",1.01254912745121,0.1,2000
"32712","HML",0.989373578644447,0.1,2000
"32713","LS",0.930943279357516,0.1,2000
"32714","PS",0.818468889422048,0.1,2000
"32715","HML",0.955161207329306,0.1,2000
"32716","LS",1.06372797712511,0.1,2000
"32717","PS",0.76348859558533,0.1,2000
"32718","HML",1.00902106561733,0.1,2000
"32719","LS",0.989539122134472,0.1,2000
"32720","PS",1.1105270472097,0.1,2000
"32721","HML",0.860290839451828,0.1,2000
"32722","LS",1.08078179442245,0.1,2000
"32723","PS",1.39827376341265,0.1,2000
"32724","HML",1.0009345530878,0.1,2000
"32725","LS",1.03860069478923,0.1,2000
"32726","PS",0.789253323800251,0.1,2000
"32727","HML",1.0114755967937,0.1,2000
"32728","LS",1.08362078202713,0.1,2000
"32729","PS",1.13349617364073,0.1,2000
"32730","HML",1.17789508611056,0.1,2000
"32731","LS",1.06589337910925,0.1,2000
"32732","PS",1.33775219670317,0.1,2000
"32733","HML",0.973911522017442,0.1,2000
"32734","LS",0.98263927508531,0.1,2000
"32735","PS",0.635907088695968,0.1,2000
"32736","HML",0.96684057554358,0.1,2000
"32737","LS",1.01906216633941,0.1,2000
"32738","PS",1.44765360727754,0.1,2000
"32739","HML",0.983307799393117,0.1,2000
"32740","LS",1.03374603769858,0.1,2000
"32741","PS",1.03464538881199,0.1,2000
"32742","HML",0.95805805703399,0.1,2000
"32743","LS",1.00381077340121,0.1,2000
"32744","PS",0.751058988254938,0.1,2000
"32745","HML",0.936325650968139,0.1,2000
"32746","LS",1.05254839108079,0.1,2000
"32747","PS",1.2936728425879,0.1,2000
"32748","HML",1.03247914699522,0.1,2000
"32749","LS",1.08727275310842,0.1,2000
"32750","PS",0.741902573585873,0.1,2000
"32751","HML",1.08848034421401,0.1,2000
"32752","LS",0.980668054735893,0.1,2000
"32753","PS",1.41572673363304,0.1,2000
"32754","HML",0.944260177085477,0.1,2000
"32755","LS",0.990254379196409,0.1,2000
"32756","PS",1.01383560867553,0.1,2000
"32757","HML",0.8690466014967,0.1,2000
"32758","LS",1.04291164014181,0.1,2000
"32759","PS",1.08200165806314,0.1,2000
"32760","HML",0.998338777245795,0.1,2000
"32761","LS",1.06150998118912,0.1,2000
"32762","PS",1.0039767668867,0.1,2000
"32763","HML",1.04046591134627,0.1,2000
"32764","LS",1.04946322412252,0.1,2000
"32765","PS",1.23535358185173,0.1,2000
"32766","HML",0.890759975563463,0.1,2000
"32767","LS",1.09231421294221,0.1,2000
"32768","PS",1.04599981106047,0.1,2000
"32769","HML",1.0654653294034,0.1,2000
"32770","LS",1.00175758489308,0.1,2000
"32771","PS",1.20989487548717,0.1,2000
"32772","HML",0.901572767066254,0.1,2000
"32773","LS",1.01095110708267,0.1,2000
"32774","PS",0.615702257062273,0.1,2000
"32775","HML",0.94170489845042,0.1,2000
"32776","LS",1.11605929758912,0.1,2000
"32777","PS",0.964301998515463,0.1,2000
"32778","HML",1.11485929891077,0.1,2000
"32779","LS",1.06436411979997,0.1,2000
"32780","PS",1.15359019601301,0.1,2000
"32781","HML",1.00046973655391,0.1,2000
"32782","LS",0.956534562572566,0.1,2000
"32783","PS",0.983117016130875,0.1,2000
"32784","HML",0.784364556031116,0.1,2000
"32785","LS",1.02105536925069,0.1,2000
"32786","PS",1.39239372739768,0.1,2000
"32787","HML",0.983310518050413,0.1,2000
"32788","LS",1.09109978115159,0.1,2000
"32789","PS",1.02573793344577,0.1,2000
"32790","HML",1.07660800140266,0.1,2000
"32791","LS",1.02639270005873,0.1,2000
"32792","PS",1.03031419297083,0.1,2000
"32793","HML",1.02906211813849,0.1,2000
"32794","LS",1.01554026027047,0.1,2000
"32795","PS",1.16895096702332,0.1,2000
"32796","HML",0.924179714140733,0.1,2000
"32797","LS",0.991573405538712,0.1,2000
"32798","PS",0.625664800283592,0.1,2000
"32799","HML",0.962050944954232,0.1,2000
"32800","LS",1.03100434601574,0.1,2000
"32801","PS",0.736922265903926,0.1,2000
"32802","HML",1.05260343924976,0.1,2000
"32803","LS",0.98708927470856,0.1,2000
"32804","PS",0.981359365559506,0.1,2000
"32805","HML",1.01165466816356,0.1,2000
"32806","LS",0.958766271776967,0.1,2000
"32807","PS",0.687761481418189,0.1,2000
"32808","HML",0.909821795630966,0.1,2000
"32809","LS",1.04253329931299,0.1,2000
"32810","PS",1.2811528686341,0.1,2000
"32811","HML",0.959866725517077,0.1,2000
"32812","LS",1.04369380420047,0.1,2000
"32813","PS",1.23819165776116,0.1,2000
"32814","HML",1.0321278276647,0.1,2000
"32815","LS",1.07038474496582,0.1,2000
"32816","PS",0.537546183555591,0.1,2000
"32817","HML",1.03431768874842,0.1,2000
"32818","LS",1.00292136670752,0.1,2000
"32819","PS",1.19029395397873,0.1,2000
"32820","HML",1.0433470820742,0.1,2000
"32821","LS",1.04612230497559,0.1,2000
"32822","PS",1.32625284001643,0.1,2000
"32823","HML",1.05364093119658,0.1,2000
"32824","LS",1.0002431933962,0.1,2000
"32825","PS",0.993548896387133,0.1,2000
"32826","HML",0.962956172521508,0.1,2000
"32827","LS",1.08927083531013,0.1,2000
"32828","PS",0.979922562440691,0.1,2000
"32829","HML",1.16178064611006,0.1,2000
"32830","LS",1.07669179102651,0.1,2000
"32831","PS",0.996942500899731,0.1,2000
"32832","HML",1.00379787872029,0.1,2000
"32833","LS",0.993372004240982,0.1,2000
"32834","PS",1.23562361558052,0.1,2000
"32835","HML",1.06529490715574,0.1,2000
"32836","LS",1.04579624012321,0.1,2000
"32837","PS",1.43542468252959,0.1,2000
"32838","HML",1.0764052265708,0.1,2000
"32839","LS",1.01379450097122,0.1,2000
"32840","PS",1.22935137842665,0.1,2000
"32841","HML",0.872837195182026,0.1,2000
"32842","LS",1.06257947481413,0.1,2000
"32843","PS",1.2064675242982,0.1,2000
"32844","HML",0.942026204325648,0.1,2000
"32845","LS",1.02032892091803,0.1,2000
"32846","PS",1.07148211119682,0.1,2000
"32847","HML",0.988218301813798,0.1,2000
"32848","LS",1.12220887829775,0.1,2000
"32849","PS",1.1545378533743,0.1,2000
"32850","HML",1.14878040166102,0.1,2000
"32851","LS",1.01558488293803,0.1,2000
"32852","PS",1.26525115546008,0.1,2000
"32853","HML",1.05075027017141,0.1,2000
"32854","LS",1.06157731890463,0.1,2000
"32855","PS",0.873559099511121,0.1,2000
"32856","HML",1.13716088776509,0.1,2000
"32857","LS",1.04219884176486,0.1,2000
"32858","PS",1.2439374368219,0.1,2000
"32859","HML",0.961945743022874,0.1,2000
"32860","LS",1.09929667685523,0.1,2000
"32861","PS",0.829641766336358,0.1,2000
"32862","HML",1.06852388734743,0.1,2000
"32863","LS",1.01342838106095,0.1,2000
"32864","PS",1.49508177313763,0.1,2000
"32865","HML",0.866622596376618,0.1,2000
"32866","LS",1.03819641886101,0.1,2000
"32867","PS",1.11371477408978,0.1,2000
"32868","HML",0.939965101679427,0.1,2000
"32869","LS",1.01301297895708,0.1,2000
"32870","PS",0.829566093833813,0.1,2000
"32871","HML",0.949691632158066,0.1,2000
"32872","LS",0.981803196169577,0.1,2000
"32873","PS",0.998637030430459,0.1,2000
"32874","HML",0.983887198371479,0.1,2000
"32875","LS",1.05066801775049,0.1,2000
"32876","PS",1.27284651361683,0.1,2000
"32877","HML",1.00357100073987,0.1,2000
"32878","LS",1.02561641630876,0.1,2000
"32879","PS",1.39870081978233,0.1,2000
"32880","HML",0.978476640595426,0.1,2000
"32881","LS",1.12211829671848,0.1,2000
"32882","PS",1.21853968309393,0.1,2000
"32883","HML",1.098513954568,0.1,2000
"32884","LS",1.00176774446631,0.1,2000
"32885","PS",0.897909753828557,0.1,2000
"32886","HML",0.983980544150459,0.1,2000
"32887","LS",0.955312610974485,0.1,2000
"32888","PS",1.06664258347749,0.1,2000
"32889","HML",0.890536392320437,0.1,2000
"32890","LS",1.1083644109489,0.1,2000
