"","estimator","estimate","r","n"
"11813","PS",-0.116758400210434,-0.6,2000
"11814","HML",0.928007883419975,-0.6,2000
"11815","LS",0.769994325759645,-0.6,2000
"11816","PS",0.330027103756824,-0.6,2000
"11817","HML",1.06432676528417,-0.6,2000
"11818","LS",0.765872541359144,-0.6,2000
"11819","PS",0.996513535461427,-0.6,2000
"11820","HML",1.08485653194025,-0.6,2000
"11821","LS",0.682512963439734,-0.6,2000
"11822","PS",0.753796802516417,-0.6,2000
"11823","HML",0.876310016696564,-0.6,2000
"11824","LS",0.74305541352123,-0.6,2000
"11825","PS",0.498826848654352,-0.6,2000
"11826","HML",1.02575478691643,-0.6,2000
"11827","LS",0.750587496877953,-0.6,2000
"11828","PS",0.455008115051343,-0.6,2000
"11829","HML",1.01421409383909,-0.6,2000
"11830","LS",0.727065815051283,-0.6,2000
"11831","PS",0.327580628627843,-0.6,2000
"11832","HML",0.872849480846529,-0.6,2000
"11833","LS",0.764280365394161,-0.6,2000
"11834","PS",0.402720204672438,-0.6,2000
"11835","HML",0.999036226537744,-0.6,2000
"11836","LS",0.688271456074364,-0.6,2000
"11837","PS",0.848774271455295,-0.6,2000
"11838","HML",0.885320407096357,-0.6,2000
"11839","LS",0.815999321244184,-0.6,2000
"11840","PS",0.120529784496838,-0.6,2000
"11841","HML",1.0778548169748,-0.6,2000
"11842","LS",0.663471573132111,-0.6,2000
"11843","PS",0.214130314508871,-0.6,2000
"11844","HML",0.913830893301569,-0.6,2000
"11845","LS",0.758615525981541,-0.6,2000
"11846","PS",0.432120823490224,-0.6,2000
"11847","HML",1.02345494641456,-0.6,2000
"11848","LS",0.712073696472394,-0.6,2000
"11849","PS",0.385800474878949,-0.6,2000
"11850","HML",0.971419908477411,-0.6,2000
"11851","LS",0.765477429823196,-0.6,2000
"11852","PS",0.531098692161344,-0.6,2000
"11853","HML",0.992717977497474,-0.6,2000
"11854","LS",0.750132942217916,-0.6,2000
"11855","PS",0.373875741926803,-0.6,2000
"11856","HML",1.05876965537891,-0.6,2000
"11857","LS",0.704229278829686,-0.6,2000
"11858","PS",0.284055272898957,-0.6,2000
"11859","HML",0.916311833124012,-0.6,2000
"11860","LS",0.756713358121745,-0.6,2000
"11861","PS",0.205970126614063,-0.6,2000
"11862","HML",0.982117044684988,-0.6,2000
"11863","LS",0.736857908764401,-0.6,2000
"11864","PS",0.570941981623342,-0.6,2000
"11865","HML",0.958703445098948,-0.6,2000
"11866","LS",0.77668752625643,-0.6,2000
"11867","PS",0.30763378779487,-0.6,2000
"11868","HML",1.02492474537607,-0.6,2000
"11869","LS",0.733653153097346,-0.6,2000
"11870","PS",0.125939074962612,-0.6,2000
"11871","HML",1.04924823800296,-0.6,2000
"11872","LS",0.849063690298059,-0.6,2000
"11873","PS",0.540028782013298,-0.6,2000
"11874","HML",1.2491267666693,-0.6,2000
"11875","LS",0.748969085837662,-0.6,2000
"11876","PS",0.420509694224109,-0.6,2000
"11877","HML",0.998998997058444,-0.6,2000
"11878","LS",0.578311830399007,-0.6,2000
"11879","PS",-0.101901600935602,-0.6,2000
"11880","HML",0.881129863150924,-0.6,2000
"11881","LS",0.738450594231443,-0.6,2000
"11882","PS",0.19949370616987,-0.6,2000
"11883","HML",1.00732506849613,-0.6,2000
"11884","LS",0.769450659997626,-0.6,2000
"11885","PS",0.556047873513026,-0.6,2000
"11886","HML",0.984655351562911,-0.6,2000
"11887","LS",0.765372854291016,-0.6,2000
"11888","PS",0.333635865730265,-0.6,2000
"11889","HML",1.05553655293518,-0.6,2000
"11890","LS",0.753157002448461,-0.6,2000
"11891","PS",0.456653415883886,-0.6,2000
"11892","HML",1.01312524253128,-0.6,2000
"11893","LS",0.756761879997467,-0.6,2000
"11894","PS",0.48749150570678,-0.6,2000
"11895","HML",0.976228734499404,-0.6,2000
"11896","LS",0.789721312327456,-0.6,2000
"11897","PS",0.665825112506972,-0.6,2000
"11898","HML",1.02252896337406,-0.6,2000
"11899","LS",0.80057953206416,-0.6,2000
"11900","PS",0.0547937353523438,-0.6,2000
"11901","HML",1.08427134241869,-0.6,2000
"11902","LS",0.802322838090034,-0.6,2000
"11903","PS",0.306824197781589,-0.6,2000
"11904","HML",1.12002987097171,-0.6,2000
"11905","LS",0.764018325339499,-0.6,2000
"11906","PS",-0.0165936316941524,-0.6,2000
"11907","HML",1.02138898328771,-0.6,2000
"11908","LS",0.76571730805086,-0.6,2000
"11909","PS",0.666979693833772,-0.6,2000
"11910","HML",0.980338431198115,-0.6,2000
"11911","LS",0.84085296567092,-0.6,2000
"11912","PS",0.469069392195612,-0.6,2000
"11913","HML",1.03772752455833,-0.6,2000
"11914","LS",0.782790340853759,-0.6,2000
"11915","PS",0.840034624913067,-0.6,2000
"11916","HML",1.02998439080788,-0.6,2000
"11917","LS",0.736844926885357,-0.6,2000
"11918","PS",0.479397753565389,-0.6,2000
"11919","HML",0.937848495669615,-0.6,2000
"11920","LS",0.814474361491824,-0.6,2000
"11921","PS",0.70974083445941,-0.6,2000
"11922","HML",1.03861596091567,-0.6,2000
"11923","LS",0.724590893031192,-0.6,2000
"11924","PS",0.589518707413863,-0.6,2000
"11925","HML",0.904247437153722,-0.6,2000
"11926","LS",0.657621853244319,-0.6,2000
"11927","PS",0.741150154624485,-0.6,2000
"11928","HML",0.822590941477402,-0.6,2000
"11929","LS",0.768812568630149,-0.6,2000
"11930","PS",0.511271537871333,-0.6,2000
"11931","HML",1.0046590373468,-0.6,2000
"11932","LS",0.750442616645384,-0.6,2000
"11933","PS",0.526149823128868,-0.6,2000
"11934","HML",1.02402254072168,-0.6,2000
"11935","LS",0.779377636291074,-0.6,2000
"11936","PS",0.114758201952822,-0.6,2000
"11937","HML",1.01175964517039,-0.6,2000
"11938","LS",0.783660495769642,-0.6,2000
"11939","PS",0.282643636930134,-0.6,2000
"11940","HML",1.08257900547933,-0.6,2000
"11941","LS",0.774828018923008,-0.6,2000
"11942","PS",0.369425965126237,-0.6,2000
"11943","HML",1.02663186825049,-0.6,2000
"11944","LS",0.6525450819524,-0.6,2000
"11945","PS",0.296168967104815,-0.6,2000
"11946","HML",0.884270379615325,-0.6,2000
"11947","LS",0.764646861166664,-0.6,2000
"11948","PS",0.493942953309996,-0.6,2000
"11949","HML",1.02958272953795,-0.6,2000
"11950","LS",0.724372503725911,-0.6,2000
"11951","PS",0.73992982153763,-0.6,2000
"11952","HML",0.936812847890906,-0.6,2000
"11953","LS",0.758126892500388,-0.6,2000
"11954","PS",0.339285663525963,-0.6,2000
"11955","HML",0.991146230729566,-0.6,2000
"11956","LS",0.730621936735405,-0.6,2000
"11957","PS",0.0929511489446357,-0.6,2000
"11958","HML",1.00572006100661,-0.6,2000
"11959","LS",0.828414744284363,-0.6,2000
"11960","PS",0.749612583039552,-0.6,2000
"11961","HML",1.09316691027657,-0.6,2000
"11962","LS",0.73911920831108,-0.6,2000
"11963","PS",0.628969957274038,-0.6,2000
"11964","HML",1.09949670195608,-0.6,2000
"11965","LS",0.833949767143366,-0.6,2000
"11966","PS",0.275575705457268,-0.6,2000
"11967","HML",1.1512453034144,-0.6,2000
"11968","LS",0.73290162061357,-0.6,2000
"11969","PS",-0.162104400431802,-0.6,2000
"11970","HML",0.991441624622773,-0.6,2000
"11971","LS",0.726505864295544,-0.6,2000
"11972","PS",0.139441157148342,-0.6,2000
"11973","HML",0.940558565955476,-0.6,2000
"11974","LS",0.833116306935901,-0.6,2000
"11975","PS",0.185160112425058,-0.6,2000
"11976","HML",1.10430484932966,-0.6,2000
"11977","LS",0.876900902387646,-0.6,2000
"11978","PS",0.531477204353269,-0.6,2000
"11979","HML",1.15372753204937,-0.6,2000
"11980","LS",0.827434985879107,-0.6,2000
"11981","PS",0.29040050644072,-0.6,2000
"11982","HML",1.14339711401462,-0.6,2000
"11983","LS",0.778181787882657,-0.6,2000
"11984","PS",0.370188104941348,-0.6,2000
"11985","HML",1.00349772764837,-0.6,2000
"11986","LS",0.762119995056717,-0.6,2000
"11987","PS",0.250972672183109,-0.6,2000
"11988","HML",1.01257416253765,-0.6,2000
"11989","LS",0.682206437082247,-0.6,2000
"11990","PS",0.288867194553601,-0.6,2000
"11991","HML",0.892718274268502,-0.6,2000
"11992","LS",0.80780943723872,-0.6,2000
"11993","PS",0.538102053256019,-0.6,2000
"11994","HML",1.07364332913643,-0.6,2000
"11995","LS",0.766912731072529,-0.6,2000
"11996","PS",0.3356177292427,-0.6,2000
"11997","HML",1.06898570284705,-0.6,2000
"11998","LS",0.745394784686717,-0.6,2000
"11999","PS",0.393473057684336,-0.6,2000
"12000","HML",0.996338067551211,-0.6,2000
"12001","LS",0.718422528050429,-0.59,2000
"12002","PS",0.448017071538283,-0.59,2000
"12003","HML",1.02426357593756,-0.59,2000
"12004","LS",0.805022311841042,-0.59,2000
"12005","PS",0.645003293436046,-0.59,2000
"12006","HML",1.02868853859134,-0.59,2000
"12007","LS",0.827087254496664,-0.59,2000
"12008","PS",0.805899560417591,-0.59,2000
"12009","HML",1.08461438756058,-0.59,2000
"12010","LS",0.652654681180168,-0.59,2000
"12011","PS",0.121054399077283,-0.59,2000
"12012","HML",0.862434937754395,-0.59,2000
"12013","LS",0.698351085965379,-0.59,2000
"12014","PS",0.406359683551242,-0.59,2000
"12015","HML",0.886049941307849,-0.59,2000
"12016","LS",0.761068947286153,-0.59,2000
"12017","PS",0.0330543622400423,-0.59,2000
"12018","HML",1.03998715226638,-0.59,2000
"12019","LS",0.751079756656035,-0.59,2000
"12020","PS",0.5560846060606,-0.59,2000
"12021","HML",0.93877828096466,-0.59,2000
"12022","LS",0.719332511384301,-0.59,2000
"12023","PS",0.731209438046654,-0.59,2000
"12024","HML",0.878223956123913,-0.59,2000
"12025","LS",0.823691303086781,-0.59,2000
"12026","PS",0.268952199119435,-0.59,2000
"12027","HML",1.06951291776317,-0.59,2000
"12028","LS",0.723664964765302,-0.59,2000
"12029","PS",0.190548246403941,-0.59,2000
"12030","HML",0.879146093133387,-0.59,2000
"12031","LS",0.715883605626544,-0.59,2000
"12032","PS",-0.376730684426294,-0.59,2000
"12033","HML",0.984312823402735,-0.59,2000
"12034","LS",0.861994900923259,-0.59,2000
"12035","PS",0.488711937221088,-0.59,2000
"12036","HML",1.16355355223854,-0.59,2000
"12037","LS",0.745935120380128,-0.59,2000
"12038","PS",0.324277242465231,-0.59,2000
"12039","HML",1.0201441071853,-0.59,2000
"12040","LS",0.677991351692863,-0.59,2000
"12041","PS",0.159296715886183,-0.59,2000
"12042","HML",0.863524747874002,-0.59,2000
"12043","LS",0.786788909852868,-0.59,2000
"12044","PS",0.265832203071677,-0.59,2000
"12045","HML",1.05489997073112,-0.59,2000
"12046","LS",0.777591289360805,-0.59,2000
"12047","PS",0.505186388639562,-0.59,2000
"12048","HML",1.03268567561261,-0.59,2000
"12049","LS",0.760543002402793,-0.59,2000
"12050","PS",0.018289132673024,-0.59,2000
"12051","HML",1.02556742659343,-0.59,2000
"12052","LS",0.759192620128971,-0.59,2000
"12053","PS",0.584677816128697,-0.59,2000
"12054","HML",0.973436223220719,-0.59,2000
"12055","LS",0.748276056583027,-0.59,2000
"12056","PS",0.246968529203083,-0.59,2000
"12057","HML",0.915596462739978,-0.59,2000
"12058","LS",0.769309638918873,-0.59,2000
"12059","PS",0.370503421803461,-0.59,2000
"12060","HML",0.975352399803191,-0.59,2000
"12061","LS",0.660440995383196,-0.59,2000
"12062","PS",0.354971854649515,-0.59,2000
"12063","HML",0.958717485840327,-0.59,2000
"12064","LS",0.683926531553677,-0.59,2000
"12065","PS",0.209675467093707,-0.59,2000
"12066","HML",0.86099403005088,-0.59,2000
"12067","LS",0.712127756469231,-0.59,2000
"12068","PS",0.599114952824844,-0.59,2000
"12069","HML",0.953886554789417,-0.59,2000
"12070","LS",0.744407720286805,-0.59,2000
"12071","PS",0.0782263906429996,-0.59,2000
"12072","HML",0.996331678511934,-0.59,2000
"12073","LS",0.736285623838311,-0.59,2000
"12074","PS",1.01679533901201,-0.59,2000
"12075","HML",0.881372327120525,-0.59,2000
"12076","LS",0.795274115056258,-0.59,2000
"12077","PS",0.178348480922698,-0.59,2000
"12078","HML",1.03589336604751,-0.59,2000
"12079","LS",0.711825159914343,-0.59,2000
"12080","PS",0.296580649793078,-0.59,2000
"12081","HML",0.945290850542465,-0.59,2000
"12082","LS",0.768211023187366,-0.59,2000
"12083","PS",0.151543748057761,-0.59,2000
"12084","HML",1.10727005744159,-0.59,2000
"12085","LS",0.821663955855251,-0.59,2000
"12086","PS",0.635061812879437,-0.59,2000
"12087","HML",1.07721457687186,-0.59,2000
"12088","LS",0.654235218805588,-0.59,2000
"12089","PS",0.381512624552112,-0.59,2000
"12090","HML",0.811369676446838,-0.59,2000
"12091","LS",0.72623121515064,-0.59,2000
"12092","PS",0.447228662669685,-0.59,2000
"12093","HML",0.911276119752653,-0.59,2000
"12094","LS",0.76352918472768,-0.59,2000
"12095","PS",0.406335377887211,-0.59,2000
"12096","HML",1.04159633034853,-0.59,2000
"12097","LS",0.720893348141009,-0.59,2000
"12098","PS",0.368482425272639,-0.59,2000
"12099","HML",0.967136683946769,-0.59,2000
"12100","LS",0.751046955977959,-0.59,2000
"12101","PS",0.651721697057063,-0.59,2000
"12102","HML",0.930187367839642,-0.59,2000
"12103","LS",0.737672630453719,-0.59,2000
"12104","PS",0.422095795777198,-0.59,2000
"12105","HML",1.03964409808158,-0.59,2000
"12106","LS",0.708166665078369,-0.59,2000
"12107","PS",0.280077091426423,-0.59,2000
"12108","HML",0.965857382446547,-0.59,2000
"12109","LS",0.787412295586881,-0.59,2000
"12110","PS",0.502607860069629,-0.59,2000
"12111","HML",1.05082931688912,-0.59,2000
"12112","LS",0.763902983123119,-0.59,2000
"12113","PS",0.883385500301998,-0.59,2000
"12114","HML",0.844638065319738,-0.59,2000
"12115","LS",0.797238093440521,-0.59,2000
"12116","PS",0.602589105138111,-0.59,2000
"12117","HML",1.15992240667324,-0.59,2000
"12118","LS",0.797885955945275,-0.59,2000
"12119","PS",0.149267184230505,-0.59,2000
"12120","HML",0.962285959912714,-0.59,2000
"12121","LS",0.699075914462225,-0.59,2000
"12122","PS",0.47971023241995,-0.59,2000
"12123","HML",1.02640557742221,-0.59,2000
"12124","LS",0.772619734702786,-0.59,2000
"12125","PS",0.928855158441498,-0.59,2000
"12126","HML",0.912010399290733,-0.59,2000
"12127","LS",0.78862868018693,-0.59,2000
"12128","PS",0.266908385030038,-0.59,2000
"12129","HML",1.05232158112808,-0.59,2000
"12130","LS",0.649952477763801,-0.59,2000
"12131","PS",0.367559883103636,-0.59,2000
"12132","HML",0.922780230812806,-0.59,2000
"12133","LS",0.708553762411461,-0.59,2000
"12134","PS",0.213916228220404,-0.59,2000
"12135","HML",0.915330265764233,-0.59,2000
"12136","LS",0.732691792997862,-0.59,2000
"12137","PS",0.725975309205739,-0.59,2000
"12138","HML",0.850421957622788,-0.59,2000
"12139","LS",0.669734701037025,-0.59,2000
"12140","PS",0.416422963139628,-0.59,2000
"12141","HML",0.928703943711351,-0.59,2000
"12142","LS",0.800419665708185,-0.59,2000
"12143","PS",0.691828988144914,-0.59,2000
"12144","HML",1.0243114785996,-0.59,2000
"12145","LS",0.719593505977285,-0.59,2000
"12146","PS",-0.110378639757493,-0.59,2000
"12147","HML",0.944602203789717,-0.59,2000
"12148","LS",0.789471709709974,-0.59,2000
"12149","PS",0.396312916811211,-0.59,2000
"12150","HML",1.07813660775539,-0.59,2000
"12151","LS",0.712156562734258,-0.59,2000
"12152","PS",0.506160352467136,-0.59,2000
"12153","HML",0.915051436510986,-0.59,2000
"12154","LS",0.781978208309116,-0.59,2000
"12155","PS",0.313584473072181,-0.59,2000
"12156","HML",1.04752611823752,-0.59,2000
"12157","LS",0.782002485377182,-0.59,2000
"12158","PS",-0.138826250124056,-0.59,2000
"12159","HML",1.00805085064227,-0.59,2000
"12160","LS",0.756971637931497,-0.59,2000
"12161","PS",0.577605788713812,-0.59,2000
"12162","HML",0.971704573147542,-0.59,2000
"12163","LS",0.675002282065172,-0.59,2000
"12164","PS",0.540217150285581,-0.59,2000
"12165","HML",0.84904879202351,-0.59,2000
"12166","LS",0.797835510484334,-0.59,2000
"12167","PS",0.542837971433417,-0.59,2000
"12168","HML",1.12114249750729,-0.59,2000
"12169","LS",0.799200049222938,-0.59,2000
"12170","PS",0.512262437236108,-0.59,2000
"12171","HML",0.974524579554813,-0.59,2000
"12172","LS",0.814312347417736,-0.59,2000
"12173","PS",0.0699071456741846,-0.59,2000
"12174","HML",1.07246146638213,-0.59,2000
"12175","LS",0.730956326376341,-0.59,2000
"12176","PS",0.454035398246308,-0.59,2000
"12177","HML",1.02263896693508,-0.59,2000
"12178","LS",0.747258892758892,-0.59,2000
"12179","PS",0.957200934705807,-0.59,2000
"12180","HML",0.878706812884985,-0.59,2000
"12181","LS",0.731433977574718,-0.59,2000
"12182","PS",0.355442226193441,-0.59,2000
"12183","HML",1.04152300221403,-0.59,2000
"12184","LS",0.850753053543813,-0.59,2000
"12185","PS",0.506639089151971,-0.59,2000
"12186","HML",1.03630734685517,-0.59,2000
"12187","LS",0.75193375750073,-0.59,2000
"12188","PS",0.19301655574264,-0.59,2000
"12189","HML",1.0366384407427,-0.59,2000
"12190","LS",0.797109618548679,-0.59,2000
"12191","PS",0.710585065672624,-0.59,2000
"12192","HML",1.04132030830866,-0.59,2000
"12193","LS",0.786177556369361,-0.59,2000
"12194","PS",0.466133425320124,-0.59,2000
"12195","HML",1.00408021078893,-0.59,2000
"12196","LS",0.695606805130531,-0.59,2000
"12197","PS",0.373289620561676,-0.59,2000
"12198","HML",0.938531800337448,-0.59,2000
"12199","LS",0.766713485031615,-0.59,2000
"12200","PS",0.304172284290373,-0.59,2000
"12201","HML",1.02429987338045,-0.59,2000
"12202","LS",0.754290521782868,-0.59,2000
"12203","PS",0.0286975367699845,-0.59,2000
"12204","HML",1.10525662268174,-0.59,2000
"12205","LS",0.718385998771996,-0.59,2000
"12206","PS",-0.0417560413417551,-0.59,2000
"12207","HML",1.06513773113364,-0.59,2000
"12208","LS",0.681886844221688,-0.59,2000
"12209","PS",0.5136814040283,-0.59,2000
"12210","HML",0.93803057042336,-0.59,2000
"12211","LS",0.719006713183091,-0.59,2000
"12212","PS",0.382942546892318,-0.59,2000
"12213","HML",1.03651967691681,-0.59,2000
"12214","LS",0.796562574472278,-0.59,2000
"12215","PS",0.247305411920517,-0.59,2000
"12216","HML",1.02612906647493,-0.59,2000
"12217","LS",0.795573417710451,-0.59,2000
"12218","PS",0.718618043164144,-0.59,2000
"12219","HML",1.01746924173391,-0.59,2000
"12220","LS",0.692637263954936,-0.59,2000
"12221","PS",0.476875678517231,-0.59,2000
"12222","HML",0.962842232243076,-0.59,2000
"12223","LS",0.802562686492795,-0.59,2000
"12224","PS",0.933355902038689,-0.59,2000
"12225","HML",0.978924030208008,-0.59,2000
"12226","LS",0.771431659079195,-0.59,2000
"12227","PS",0.184344959970973,-0.59,2000
"12228","HML",1.06873989525719,-0.59,2000
"12229","LS",0.719830945566871,-0.59,2000
"12230","PS",0.446554836686645,-0.59,2000
"12231","HML",0.851476580997828,-0.59,2000
"12232","LS",0.75802865450133,-0.59,2000
"12233","PS",0.334737862661983,-0.59,2000
"12234","HML",1.04576876327845,-0.59,2000
"12235","LS",0.760055547314725,-0.59,2000
"12236","PS",0.635159309588181,-0.59,2000
"12237","HML",1.07524091352817,-0.59,2000
"12238","LS",0.742693686277257,-0.59,2000
"12239","PS",0.490181630165474,-0.59,2000
"12240","HML",1.00619110397287,-0.59,2000
"12241","LS",0.782531446554677,-0.59,2000
"12242","PS",0.466237062260876,-0.59,2000
"12243","HML",1.08820421987477,-0.59,2000
"12244","LS",0.722735265043349,-0.59,2000
"12245","PS",0.132612166425882,-0.59,2000
"12246","HML",0.983666973445872,-0.59,2000
"12247","LS",0.788616155544057,-0.59,2000
"12248","PS",0.0452794475219855,-0.59,2000
"12249","HML",1.16467346162608,-0.59,2000
"12250","LS",0.865731014650968,-0.59,2000
"12251","PS",1.12632725312586,-0.59,2000
"12252","HML",1.01473013307031,-0.59,2000
"12253","LS",0.757298575611667,-0.59,2000
"12254","PS",0.182667482426277,-0.59,2000
"12255","HML",1.1196222189566,-0.59,2000
"12256","LS",0.701600146863066,-0.59,2000
"12257","PS",0.167172917839723,-0.59,2000
"12258","HML",0.934454994473762,-0.59,2000
"12259","LS",0.765661733667264,-0.59,2000
"12260","PS",0.208567107715217,-0.59,2000
"12261","HML",1.05111725716877,-0.59,2000
"12262","LS",0.677803941494279,-0.59,2000
"12263","PS",-0.0891590858724205,-0.59,2000
"12264","HML",0.957654730466077,-0.59,2000
"12265","LS",0.828898110126264,-0.59,2000
"12266","PS",1.20238588223693,-0.59,2000
"12267","HML",1.0068997126099,-0.59,2000
"12268","LS",0.792179884050902,-0.59,2000
"12269","PS",0.563626222962566,-0.59,2000
"12270","HML",1.04469028949376,-0.59,2000
"12271","LS",0.770466205100301,-0.59,2000
"12272","PS",0.497861429108831,-0.59,2000
"12273","HML",0.949684580134982,-0.59,2000
"12274","LS",0.695318854269714,-0.59,2000
"12275","PS",0.219873024268673,-0.59,2000
"12276","HML",0.968618287703766,-0.59,2000
"12277","LS",0.726750027870063,-0.59,2000
"12278","PS",0.598646209641555,-0.59,2000
"12279","HML",0.93864039578173,-0.59,2000
"12280","LS",0.686434768100502,-0.59,2000
"12281","PS",0.273617170484526,-0.59,2000
"12282","HML",1.00917869269598,-0.59,2000
"12283","LS",0.712780269902942,-0.59,2000
"12284","PS",0.555027788547144,-0.59,2000
"12285","HML",0.923985582934109,-0.59,2000
"12286","LS",0.734542060125548,-0.59,2000
"12287","PS",0.519368288545314,-0.59,2000
"12288","HML",1.09342894767646,-0.59,2000
"12289","LS",0.844810413778034,-0.59,2000
"12290","PS",0.505991797834454,-0.59,2000
"12291","HML",1.12628968158341,-0.59,2000
"12292","LS",0.782662661818122,-0.59,2000
"12293","PS",0.58998179289821,-0.59,2000
"12294","HML",0.986785093034848,-0.59,2000
"12295","LS",0.814135362619452,-0.59,2000
"12296","PS",0.262516374594213,-0.59,2000
"12297","HML",1.07063125691686,-0.59,2000
"12298","LS",0.764748259953359,-0.59,2000
"12299","PS",0.0447777312612286,-0.59,2000
"12300","HML",1.08176441513863,-0.59,2000
"12301","LS",0.697726028447037,-0.58,2000
"12302","PS",-0.0298387236834117,-0.58,2000
"12303","HML",0.989082126223554,-0.58,2000
"12304","LS",0.746014666669382,-0.58,2000
"12305","PS",0.757930917341609,-0.58,2000
"12306","HML",1.06926472591478,-0.58,2000
"12307","LS",0.78719482106804,-0.58,2000
"12308","PS",0.573761344178404,-0.58,2000
"12309","HML",0.996233188058025,-0.58,2000
"12310","LS",0.75190459847446,-0.58,2000
"12311","PS",0.401518430987119,-0.58,2000
"12312","HML",0.922248811276668,-0.58,2000
"12313","LS",0.748173023695169,-0.58,2000
"12314","PS",0.324955849184844,-0.58,2000
"12315","HML",0.961875396878592,-0.58,2000
"12316","LS",0.672710978496899,-0.58,2000
"12317","PS",0.417609515686741,-0.58,2000
"12318","HML",0.868231548485846,-0.58,2000
"12319","LS",0.783559635624818,-0.58,2000
"12320","PS",0.71200954135307,-0.58,2000
"12321","HML",1.04253575857376,-0.58,2000
"12322","LS",0.803492706001042,-0.58,2000
"12323","PS",1.06333557162195,-0.58,2000
"12324","HML",1.0974767607797,-0.58,2000
"12325","LS",0.732377426508279,-0.58,2000
"12326","PS",0.562541471411614,-0.58,2000
"12327","HML",0.95860918543172,-0.58,2000
"12328","LS",0.803620450269297,-0.58,2000
"12329","PS",0.230062895998736,-0.58,2000
"12330","HML",1.06731869616349,-0.58,2000
"12331","LS",0.788005188873378,-0.58,2000
"12332","PS",0.66704330135556,-0.58,2000
"12333","HML",1.04872594263743,-0.58,2000
"12334","LS",0.699124415177637,-0.58,2000
"12335","PS",0.0504502157810954,-0.58,2000
"12336","HML",0.955449528789005,-0.58,2000
"12337","LS",0.75079514195019,-0.58,2000
"12338","PS",0.495206814029786,-0.58,2000
"12339","HML",0.98703663760634,-0.58,2000
"12340","LS",0.751133496322768,-0.58,2000
"12341","PS",-0.204679352078387,-0.58,2000
"12342","HML",1.07808484713841,-0.58,2000
"12343","LS",0.776356522064173,-0.58,2000
"12344","PS",0.246660457440452,-0.58,2000
"12345","HML",1.00091519231177,-0.58,2000
"12346","LS",0.795815059921119,-0.58,2000
"12347","PS",0.473574328463531,-0.58,2000
"12348","HML",1.04650073863466,-0.58,2000
"12349","LS",0.775653803828307,-0.58,2000
"12350","PS",-0.051254472154248,-0.58,2000
"12351","HML",1.05031423344391,-0.58,2000
"12352","LS",0.746554439179794,-0.58,2000
"12353","PS",0.597858105425168,-0.58,2000
"12354","HML",1.01162117430133,-0.58,2000
"12355","LS",0.759203654527689,-0.58,2000
"12356","PS",-0.304757412881053,-0.58,2000
"12357","HML",0.998658535545516,-0.58,2000
"12358","LS",0.822923391688436,-0.58,2000
"12359","PS",0.471091523693355,-0.58,2000
"12360","HML",1.06440960690923,-0.58,2000
"12361","LS",0.706178339726117,-0.58,2000
"12362","PS",0.0607568831137611,-0.58,2000
"12363","HML",0.980815100088678,-0.58,2000
"12364","LS",0.658365563851998,-0.58,2000
"12365","PS",0.471816162761815,-0.58,2000
"12366","HML",0.863516712438914,-0.58,2000
"12367","LS",0.732977593444936,-0.58,2000
"12368","PS",0.288012594012753,-0.58,2000
"12369","HML",0.961210752484827,-0.58,2000
"12370","LS",0.731165969817051,-0.58,2000
"12371","PS",-0.00603056168574096,-0.58,2000
"12372","HML",0.997870687670984,-0.58,2000
"12373","LS",0.698818305664231,-0.58,2000
"12374","PS",0.449192569231073,-0.58,2000
"12375","HML",0.945991828960886,-0.58,2000
"12376","LS",0.800673459720462,-0.58,2000
"12377","PS",0.478408042166935,-0.58,2000
"12378","HML",1.01226864294468,-0.58,2000
"12379","LS",0.726803599889819,-0.58,2000
"12380","PS",0.866686157362589,-0.58,2000
"12381","HML",0.841257041841902,-0.58,2000
"12382","LS",0.764545105660459,-0.58,2000
"12383","PS",0.0520308868947793,-0.58,2000
"12384","HML",0.969235479683172,-0.58,2000
"12385","LS",0.772332685851772,-0.58,2000
"12386","PS",0.770936089423116,-0.58,2000
"12387","HML",0.922353764772811,-0.58,2000
"12388","LS",0.782471046382117,-0.58,2000
"12389","PS",0.322975253351118,-0.58,2000
"12390","HML",0.937227629705864,-0.58,2000
"12391","LS",0.897416414496474,-0.58,2000
"12392","PS",0.291655514204241,-0.58,2000
"12393","HML",1.16569599786296,-0.58,2000
"12394","LS",0.726469536316152,-0.58,2000
"12395","PS",0.432934561634612,-0.58,2000
"12396","HML",0.959567048135403,-0.58,2000
"12397","LS",0.712038386218783,-0.58,2000
"12398","PS",0.595754793588452,-0.58,2000
"12399","HML",0.933405162171556,-0.58,2000
"12400","LS",0.749935608473113,-0.58,2000
"12401","PS",0.385706481803803,-0.58,2000
"12402","HML",0.949477519862101,-0.58,2000
"12403","LS",0.74772552182985,-0.58,2000
"12404","PS",0.498302739077688,-0.58,2000
"12405","HML",1.04460333035825,-0.58,2000
"12406","LS",0.737345663096618,-0.58,2000
"12407","PS",0.0233364539142301,-0.58,2000
"12408","HML",0.908644591707386,-0.58,2000
"12409","LS",0.791750511701005,-0.58,2000
"12410","PS",0.594387551728135,-0.58,2000
"12411","HML",1.03079175670233,-0.58,2000
"12412","LS",0.754211816867394,-0.58,2000
"12413","PS",0.208443626908829,-0.58,2000
"12414","HML",0.948946271969884,-0.58,2000
"12415","LS",0.824312863251914,-0.58,2000
"12416","PS",0.248063227093807,-0.58,2000
"12417","HML",1.0788368638,-0.58,2000
"12418","LS",0.692747710616965,-0.58,2000
